Report Number,Supplemental Number,Accident Year,Accident Date/Time,Operator ID,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Accident Latitude,Accident Longitude,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Shutdown Date/Time,Restart Date/Time,Public Evacuations,Operator Employee Injuries,Operator Contractor Injuries,Emergency Responder Injuries,Other Injuries,Public Injuries,All Injuries,Operator Employee Fatalities,Operator Contractor Fatalities,Emergency Responder Fatalities,Other Fatalities,Public Fatalities,All Fatalities,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs,Pressure (psi),Temperature (°C),Flow Rate (barrels/day),Vibration Level (mm/s),Corrosion Level (mm/year),Last Maintenance Date,Авария
20110378,16103,2011,2011-09-20 14:47:00,31556,CHEVRON MIDSTREAM PIPELINES LLC,EM01,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPYLENE,BARATARIA,ST. CHARLES,LA,29.70989,-90.25945,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,3.43,0.0,0.0,3.43,NO,NO,YES,9/20/2011 14:47,9/24/2011 10:15,0.0,,,,,,,,,,,,,62500.0,42.0,0.0,5000.0,0.0,0.0,67542,897.0,73.0,71131.0,1.9,0.4,2025-02-09,1.0
20110372,16096,2011,2011-09-21 04:20:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,SEMINOLE BLUE,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,PASADENA,HARRIS,TX,29.72703,-95.1737,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,80.0,0.0,0.0,80.0,NO,NO,YES,9/21/2011 4:27,9/21/2011 13:53,0.0,,,,,,,,,,,,,250.0,2640.0,0.0,9700.0,0.0,0.0,12590,1017.0,43.0,61607.0,2.9,1.2,2024-07-13,1.0
20110379,16457,2011,2011-09-23 14:30:00,30829,ENTERPRISE CRUDE PIPELINE LLC,C18,ONSHORE,UNDERGROUND,CRUDE OIL,,,OLNEY,ARCHER,TX,33.4166975,-98.74844135,CORROSION,EXTERNAL,0.5,0.0,0.0,0.5,NO,NO,,,,,,,,,,,,,,,,,12500.0,80.0,0.0,0.0,15575.0,0.0,28155,895.0,59.0,118257.0,2.3,1.0,2024-11-19,1.0
20110398,18909,2011,2011-09-24 09:40:00,31684,CONOCOPHILLIPS,SEMINOE PIPE LINE/SHERIDAN PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SHERIDAN,SHERIDAN,WY,44.665449,-106.902904,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.48,0.0,0.0,0.48,NO,NO,,,,0.0,,,,,,,,,,,,,2000.0,70.0,0.0,0.0,5000.0,0.0,7070,1077.0,56.0,78458.0,2.5,1.0,2022-09-08,1.0
20110393,19345,2011,2011-09-25 18:30:00,15774,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,BERTHOLD STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BERTHOLD,WARD,ND,48.325724,-101.752889,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,20.0,0.0,20.0,0.0,NO,NO,YES,9/25/2011 18:32,9/26/2011 15:00,0.0,,,,,,,,,,,,,150.0,1600.0,0.0,2500.0,225000.0,0.0,229250,825.0,64.0,86473.0,1.6,0.6,2022-06-16,1.0
20110397,18546,2011,2011-09-25 18:45:00,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 14 SUPERIOR TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SUPERIOR,DOUGLAS,WI,46.68889,-92.05972,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,15.0,0.0,15.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,20100.0,0.0,0.0,80000.0,20000.0,0.0,120100,980.0,47.0,118915.0,1.8,1.1,2023-07-16,1.0
20110401,17688,2011,2011-09-26 09:00:00,18718,SUNOCO PIPELINE L.P.,MARCUS HOOK #2 TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,ASTON,PA,PA,39.862222,-75.419055,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,78.0,0.0,78.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,54591.0,0.0,0.0,150000.0,161000.0,0.0,365591,848.0,77.0,72983.0,2.4,0.9,2023-06-25,1.0
20110399,16143,2011,2011-09-28 00:03:00,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,IA/SD STATE LINE - SIOUX FALLS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,SIOUX FALLS,LINCOLN,SD,43.475465,-96.726088,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,2.62,0.0,2.62,0.0,NO,NO,YES,9/28/2011 0:03,9/29/2011 17:00,0.0,,,,,,,,,,,,,20000.0,357.0,0.0,0.0,17250.0,0.0,37607,958.0,65.0,56241.0,1.0,1.1,2023-08-18,1.0
20110403,17526,2011,2011-09-29 09:25:00,31189,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,MOKENA,WILL,IL,41.5569,-87.8886,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,10.0,0.0,10.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,1000.0,0.0,10000.0,55000.0,0.0,66000,1047.0,72.0,116721.0,1.6,1.2,2023-10-02,1.0
20110386,16700,2011,2011-10-03 11:15:00,31684,CONOCOPHILLIPS,MX-30 LOOP LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,MIDKIFF,UPTON,TX,31.362222,-101.7825,CORROSION,EXTERNAL,10.0,0.0,0.0,10.0,NO,NO,YES,10/3/2011 11:30,11/11/2011 14:00,0.0,,,,,,,,,,,,,10000.0,2500.0,0.0,5000.0,0.0,0.0,17500,1023.0,60.0,67076.0,2.2,1.4,2024-01-27,1.0
20110409,18946,2011,2011-10-03 15:30:00,12624,MOBIL CORP,,ONSHORE,UNDERGROUND,CRUDE OIL,,,TORRANCE,LOS ANGELES,CA,33.84735,-118.31848,CORROSION,EXTERNAL,41.0,,41.0,0.0,NO,NO,,,,0.0,,,,,,,,,,,,,10000.0,4100.0,0.0,5000.0,0.0,10000.0,29100,1009.0,53.0,71433.0,1.4,0.9,2022-05-20,1.0
20110377,18851,2011,2011-10-04 07:20:00,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.590142,-74.215472,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,1.0,,1.0,0.0,NO,NO,NO,,,,,,,,,,,,,,,,4000.0,0.0,0.0,500.0,50000.0,0.0,54500,802.0,69.0,78405.0,1.9,0.6,2023-08-16,1.0
20110406,17687,2011,2011-10-04 15:05:00,18718,SUNOCO PIPELINE L.P.,SOUR LAKE STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,SOUR LAKE,HARDIN,TX,30.14105,-94.39892,CORROSION,INTERNAL,0.5,0.0,0.0,0.5,NO,NO,NO,,,0.0,,,,,,,,,,,,,1684.0,36.0,0.0,1588.0,0.0,0.0,3308,1034.0,72.0,64272.0,3.0,1.3,2022-12-06,1.0
20110405,20812,2011,2011-10-04 22:45:00,18718,SUNOCO PIPELINE L.P.,HOLLY WEST STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TULSA,TULSA,OK,36.13715,-96.02014,CORROSION,INTERNAL,25.0,0.0,25.0,0.0,NO,NO,YES,10/4/2011 22:45,10/5/2011 15:00,0.0,,,,,,,,,,,,,1423.0,0.0,0.0,2989.0,7845.0,0.0,12257,810.0,70.0,53979.0,2.3,0.4,2022-06-30,1.0
20110412,17121,2011,2011-10-06 11:42:00,22610,"MAGELLAN PIPELINE COMPANY, LP","#6-10"" TOPEKA TO KANSAS CITY LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LAWRENCE,DOUGLAS,KS,38.98759,-95.32997,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,590.0,0.0,300.0,290.0,NO,NO,YES,10/6/2011 11:46,10/7/2011 15:12,,,,,,,,,,,,,,35000.0,62300.0,0.0,50000.0,520541.0,0.0,667841,867.0,74.0,65851.0,3.0,1.2,2024-03-23,1.0
20110407,16281,2011,2011-10-06 12:00:00,30777,MOTIVA ENTERPRISE LLC,MOTIVA ENTERPRISES LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,TYPE OF PRODUCT WAS NOT IDENTIFIED,PORT ARTHUR ,JEFFERSON,TX,29.86809,-93.95744,ALL OTHER CAUSES,UNKNOWN,0.16,0.0,0.16,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,889.0,51.0,81316.0,1.9,1.0,2022-07-25,1.0
20110385,21881,2011,2011-10-06 22:00:00,32109,ONEOK NGL PIPELINE LP,MILTONVALE BOOSTER,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,14# NATURAL GASOLINE,MILTONVALVE,CLOUD,KS,39.363277,-97.479365,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.48,0.1,0.0,0.48,NO,NO,NO,,,0.0,,,,,,,,,,,,,5000.0,0.0,0.0,1000.0,3000.0,0.0,9000,953.0,45.0,98627.0,2.7,1.2,2023-11-28,1.0
20110396,18141,2011,2011-10-07 07:40:00,9175,JAYHAWK PIPELINE LLC,HOOKER STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,HOOKER,TEXAS,OK,36.8053,-101.2876,CORROSION,INTERNAL,17.0,0.0,14.0,3.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,2500.0,80.0,0.0,2500.0,1000.0,0.0,6080,924.0,73.0,74064.0,2.9,0.9,2022-02-25,1.0
20110410,20433,2011,2011-10-07 09:32:00,31888,CENTURION PIPELINE L.P.,"CENTURION PIPELINE / #2 - 16""",ONSHORE,UNDERGROUND,CRUDE OIL,,,EDMOND,OKLAHOMA,OK,35.7042,-97.4636,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,3299.0,0.0,2309.0,990.0,NO,NO,YES,10/7/2011 9:50,10/8/2011 15:02,0.0,,,,,,,,,,,,,919.0,104140.0,11000.0,403295.0,66217.0,180979.0,766550,1046.0,47.0,58793.0,2.0,1.2,2024-06-18,1.0
20110404,17511,2011,2011-10-10 13:15:00,30829,ENTERPRISE CRUDE PIPELINE LLC,HOPE STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NATURAL GASOLINE,HOPE,LAVACA,TX,29.193445,-96.984823,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,210.0,0.0,10.0,200.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,17000.0,0.0,500.0,53030.0,0.0,70530,893.0,40.0,96746.0,2.3,0.5,2022-05-27,1.0
20110416,17432,2011,2011-10-11 08:00:00,22610,"MAGELLAN PIPELINE COMPANY, LP",LINE ID 6167 * LINE ID 6168,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,FRANKLIN PARK ,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,5.95,0.0,5.95,0.0,NO,NO,NO,,,,,,,,,,,,,,,,0.0,750.0,0.0,13000.0,0.0,0.0,13750,887.0,61.0,95388.0,2.0,0.3,2023-02-11,1.0
20110417,17586,2011,2011-10-12 07:45:00,22442,WEST TEXAS GULF PIPELINE CO,WTG-LONGVIEW STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,LONGVIEW,GREGG,TX,32.4819,-94.8351,CORROSION,INTERNAL,1.0,0.0,0.0,1.0,NO,NO,YES,10/12/2011 7:45,10/12/2011 16:20,0.0,,,,,,,,,,,,,2095.0,82.0,0.0,1598.0,745.0,0.0,4520,873.0,75.0,58020.0,1.8,1.0,2023-10-31,1.0
20110419,20678,2011,2011-10-12 12:30:00,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",TANK 1607,ONSHORE,ABOVEGROUND,CRUDE OIL,,,SCHERERVILLE,LAKE,IN,41.50506,-87.4543,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,398.0,0.0,398.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,12000.0,3500.0,0.0,102000.0,177500.0,0.0,295000,1054.0,60.0,58601.0,1.6,1.3,2024-10-02,1.0
20110418,17686,2011,2011-10-13 12:00:00,18718,SUNOCO PIPELINE L.P.,TEMPLE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,TEMPLE,BELL,TX,31.12252,-97.19946,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.12,0.0,0.0,0.12,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,10.0,0.0,0.0,0.0,0.0,10,890.0,61.0,106732.0,1.2,0.6,2023-02-27,1.0
20110414,17401,2011,2011-10-14 09:20:00,22610,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,TULSA,TULSA,OK,36.13158,-96.0317,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.35,0.0,0.35,0.0,NO,NO,YES,10/14/2011 9:20,10/14/2011 12:00,0.0,,,,,,,,,,,,,0.0,0.0,0.0,500.0,0.0,0.0,500,1047.0,66.0,95841.0,3.0,0.4,2022-02-24,1.0
20110413,17512,2011,2011-10-14 16:20:00,30829,ENTERPRISE CRUDE PIPELINE LLC,CUSHING WEST,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,PAYNE,OK,35.952194,-96.759486,INCORRECT OPERATION,INCORRECT VALVE POSITION,3.0,0.0,0.0,3.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,270.0,0.0,2066.0,0.0,0.0,2336,892.0,46.0,68482.0,1.8,1.2,2023-02-15,1.0
20110411,18398,2011,2011-10-14 19:45:00,2552,COLONIAL PIPELINE CO,COLONIAL/BELTON JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,BELTON,ANDERSON,SC,34.55261,-82.48781,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.45,0.0,0.45,0.0,NO,NO,NO,,,,,,,,,,,,,,,,15000.0,56.0,0.0,2000.0,400.0,0.0,17456,962.0,74.0,43696.0,1.9,0.6,2023-04-01,1.0
20110421,17668,2011,2011-10-15 11:00:00,300,"PLAINS PIPELINE, L.P.",GOLDSMITH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,GOLDSMITH,ECTOR,TX,31.960602,-102.617793,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,73.0,0.0,73.0,0.0,NO,NO,YES,10/15/2011 12:45,10/15/2011 14:00,,,,,,,,,,,,,,1500.0,2000.0,0.0,9000.0,29000.0,0.0,41500,816.0,57.0,85740.0,1.5,1.0,2024-09-17,1.0
20110420,16324,2011,2011-10-17 10:15:00,22610,"MAGELLAN PIPELINE COMPANY, LP",LINE ID 6167 & LINE ID 6168,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,FRANKLIN PARK,COOK,IL,41.93805,-87.89138,INCORRECT OPERATION,INCORRECT INSTALLATION,0.48,0.0,0.48,0.0,NO,NO,NO,,,,,,,,,,,,,,,,0.0,60.0,0.0,0.0,500.0,0.0,560,890.0,57.0,103811.0,2.7,1.4,2022-03-25,1.0
20110415,17376,2011,2011-10-17 16:55:00,22610,"MAGELLAN PIPELINE COMPANY, LP",WYNNEWOOD STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,WYNNEWOOD,GARVIN,OK,34.63366,-97.1581,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,5.0,0.0,5.0,0.0,NO,NO,YES,10/17/2011 16:55,10/17/2011 21:15,0.0,,,,,,,,,,,,,20.0,235.0,0.0,500.0,4745.0,0.0,5500,953.0,59.0,69961.0,2.7,1.2,2023-09-30,1.0
20110428,16210,2011,2011-10-19 14:18:00,31618,ENTERPRISE PRODUCTS OPERATING LLC,SOUTH LEG RED LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,Y-GRADE,CLAUDE,ARMSTRONG,TX,35.02529,-101.51128,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.35,0.0,0.0,0.35,NO,NO,,,,,,,,,,,,,,,,,17500.0,20.0,0.0,0.0,7550.0,0.0,25070,992.0,56.0,104789.0,2.7,0.6,2023-02-18,1.0
20110423,17777,2011,2011-10-20 12:59:00,15674,PLANTATION PIPE LINE CO,AUSTELL TANK FARM AND PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",,LITHIA SPRINGS,DOUGLAS,GA,33.45542,-84.40389,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,23.0,,23.0,0.0,NO,NO,YES,10/20/2011 13:38,10/20/2011 16:39,0.0,,,,,,,,,,,,,100.0,2840.0,0.0,1000.0,0.0,31500.0,35440,1020.0,43.0,118532.0,2.4,1.0,2023-09-02,1.0
20110424,19391,2011,2011-10-23 07:30:00,32613,"OILTANKING PORT NECHES, LLC","#3-30""",ONSHORE,UNDERGROUND,CRUDE OIL,,,PORT NECHES,JEFFERSON,TX,29.970953,-93.938061,CORROSION,EXTERNAL,4.0,0.0,0.0,4.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,5000.0,400.0,0.0,0.0,1000.0,0.0,6400,948.0,74.0,99979.0,2.5,0.6,2022-11-23,1.0
20110426,17498,2011,2011-10-24 12:55:00,31174,"SHELL PIPELINE CO., L.P.",OLIG PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,,MCKITTRICK,KERN,CA,35.3275,-119.6575,CORROSION,EXTERNAL,3.0,0.0,3.0,0.0,NO,NO,YES,10/24/2011 13:13,10/25/2011 18:07,0.0,,,,,,,,,,,,,2500.0,150.0,0.0,2500.0,500.0,0.0,5650,987.0,46.0,82998.0,2.9,1.4,2025-02-05,1.0
20110431,18812,2011,2011-10-26 15:20:00,1845,"BUCKEYE PARTNERS, LP",CARMEL STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARMEL,HAMILTON,IN,39.9923,-86.1359,INCORRECT OPERATION,OTHER INCORRECT OPERATION,9.5,,9.4,0.1,NO,NO,NO,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,20000.0,0.0,0.0,20000,931.0,62.0,114601.0,2.8,1.0,2023-01-09,1.0
20110425,17515,2011,2011-10-27 07:00:00,30829,ENTERPRISE CRUDE PIPELINE LLC,,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,,TX,29.345464,-94.935654,ALL OTHER CAUSES,MISCELLANEOUS,6.0,0.0,3.0,3.0,NO,NO,,,,,,,,,,,,,,,,,1000.0,540.0,0.0,18000.0,10000.0,0.0,29540,908.0,68.0,79464.0,1.6,1.0,2023-09-11,1.0
20110422,17514,2011,2011-10-27 19:30:00,30829,ENTERPRISE CRUDE PIPELINE LLC,,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,,OK,33.970039,-97.334269,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.23,0.0,0.0,0.23,NO,NO,,,,,,,,,,,,,,,,,0.0,25.0,0.0,0.0,750.0,0.0,775,845.0,67.0,60954.0,1.1,1.4,2023-02-12,1.0
20110434,18066,2011,2011-10-31 07:15:00,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",CARTERET TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),,CARTERET,MIDDLESEX,NJ,40.591656,-74.22071,CORROSION,EXTERNAL,0.25,0.0,0.2,0.05,NO,NO,NO,,,,,,,,,,,,,,,,2000.0,100.0,0.0,0.0,30000.0,0.0,32100,994.0,63.0,85095.0,1.1,1.2,2023-01-24,1.0
20110429,17685,2011,2011-11-02 19:00:00,18718,SUNOCO PIPELINE L.P.,BIG SPRING STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,BIG SPRING,HOWARD,TX,32.26812,-101.40486,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0.48,0.0,0.0,0.48,NO,NO,,,,,,,,,,,,,,,,,0.0,45.0,0.0,0.0,0.0,0.0,45,823.0,63.0,117801.0,2.6,0.9,2023-09-18,1.0
20110433,17669,2011,2011-11-07 06:00:00,300,"PLAINS PIPELINE, L.P.",ODESSA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,,ODESSA,ECTOR,TX,31.89631,-102.56548,CORROSION,INTERNAL,80.0,,80.0,0.0,NO,NO,NO,,,0.0,,,,,,,,,,,,,1500.0,1900.0,0.0,5000.0,35000.0,0.0,43400,980.0,62.0,83884.0,1.1,0.5,2022-05-22,1.0
20110438,16440,2011,2011-11-07 14:01:00,32258,KINDER MORGAN COCHIN LLC,"KINDER MORGAN COCHIN, LLC",ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,DEER GROVE,WHITESIDE,IL,41.60720541,-89.7349367,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,5648.0,0.0,0.0,5648.0,NO,NO,NO,,,25.0,,,,,,,,,,,,,155534.0,322105.0,0.0,2000.0,0.0,0.0,479639,968.0,45.0,74148.0,2.4,0.5,2022-09-25,1.0
20110436,16353,2011,2011-11-07 18:30:00,31684,CONOCOPHILLIPS,LINE 200,ONSHORE,UNDERGROUND,CRUDE OIL,,,CONCORD,CONTRA COSTA,CA,37.963297,-121.948261,CORROSION,EXTERNAL,45.0,0.0,0.0,45.0,NO,NO,YES,11/7/2011 18:30,11/10/2011 17:00,0.0,,,,,,,,,,,,,85000.0,4410.0,0.0,1000000.0,750000.0,0.0,1839410,902.0,77.0,117116.0,1.9,1.4,2022-06-27,1.0
20110441,16715,2011,2011-11-08 10:00:00,31554,CHEVRON PETROCHEMICAL PIPELINE LLC,EVANGELINE ETHYLENE PIPELINE SYSTEM ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ETHYLENE,JENNINGS,JEFFERSON DAVIS,LA,30.355333,-92.708299,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0.23,500.0,0.0,0.23,NO,NO,YES,11/8/2011 10:30,11/18/2011 18:30,0.0,,,,,,,,,,,,,517016.0,35296.0,0.0,0.0,0.0,0.0,552312,837.0,75.0,100142.0,1.8,1.2,2022-08-24,1.0
20110440,18005,2011,2011-11-08 10:10:00,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 67,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CLEARBROOK,CLEARWATER,MN,47.68889,-95.41222,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,10.0,0.0,10.0,0.0,NO,NO,YES,11/8/2011 10:20,11/8/2011 15:30,0.0,,,,,,,,,,,,,2300.0,0.0,0.0,3000.0,2000.0,0.0,7300,829.0,76.0,63064.0,1.5,0.6,2022-07-25,1.0
20110437,17887,2011,2011-11-10 06:45:00,31684,CONOCOPHILLIPS,CR-02,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WESTLAKE,CALCASIEU,LA,30.239269,-93.290375,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.95,0.0,0.85,0.1,NO,NO,,,,0.0,,,,,,,,,,,,,16000.0,100.0,0.0,0.0,0.0,0.0,16100,984.0,75.0,67127.0,2.5,1.0,2022-10-21,1.0
20110432,18221,2011,2011-11-11 15:14:00,31580,"MAGELLAN TERMINALS HOLDINGS, LP",CENTRAL CUSHING CRUDE,ONSHORE,ABOVEGROUND,CRUDE OIL,,,CUSHING,PAYNE,OK,35.96143,-96.71889,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0.47,0.0,0.47,0.0,NO,NO,,,,,,,,,,,,,,,,,1000.0,10.0,0.0,1000.0,0.0,0.0,2010,1040.0,55.0,85046.0,2.1,1.2,2024-04-03,1.0
20110427,17516,2011,2011-11-12 14:45:00,30829,ENTERPRISE CRUDE PIPELINE LLC,,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,,TX,33.86345,-97.953363,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,1.5,0.0,0.0,1.5,NO,NO,,,,,,,,,,,,,,,,,40.0,150.0,0.0,5000.0,0.0,0.0,5190,961.0,48.0,114704.0,2.9,0.4,2024-09-24,1.0
20110448,16553,2011,2011-11-13 08:00:00,1248,BELLE FOURCHE PIPELINE CO,DICKINSON GATHERING,ONSHORE,UNDERGROUND,CRUDE OIL,,,DICKINSON,STARK,ND,46.861678,-102.777616,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,200.0,,120.0,80.0,NO,NO,YES,11/13/2011 9:00,11/14/2011 16:00,0.0,,,,,,,,,,,,,29525.0,3630.0,0.0,2835.0,4353.0,0.0,40343,1072.0,43.0,118958.0,2.4,1.2,2023-07-09,1.0
